2018-12-21T00:21:00+09:00,382,1,1
2018-12-21T00:23:00+09:00,316,1,1
2018-12-21T00:24:00+09:00,307,1,1
2018-12-21T00:25:00+09:00,319,1,1
2018-12-21T00:26:00+09:00,349,1,1
2018-12-21T00:27:00+09:00,428,1,1
2018-12-21T00:28:00+09:00,340,1,1
2018-12-21T00:29:00+09:00,428,1,1
2018-12-21T00:30:00+09:00,343,1,1
2018-12-21T00:31:01+09:00,305,1,1
2018-12-21T00:32:00+09:00,428,1,1
2018-12-21T00:33:00+09:00,304,1,1
2018-12-21T00:34:00+09:00,400,1,1
2018-12-21T00:35:00+09:00,308,1,1
2018-12-21T00:36:00+09:00,306,1,1
2018-12-21T00:37:00+09:00,355,1,1
2018-12-21T00:38:01+09:00,384,1,1
2018-12-21T00:39:00+09:00,312,1,1
2018-12-21T00:40:00+09:00,402,1,1
2018-12-21T00:41:00+09:00,303,1,1
2018-12-21T00:42:00+09:00,345,1,1
2018-12-21T00:43:00+09:00,415,1,1
2018-12-21T00:44:00+09:00,357,1,1
2018-12-21T00:45:00+09:00,340,1,1
2018-12-21T00:46:00+09:00,414,1,1
2018-12-21T00:47:00+09:00,312,1,1
2018-12-21T00:48:00+09:00,413,1,1
2018-12-21T00:49:00+09:00,304,1,1
2018-12-21T00:50:00+09:00,309,1,1
2018-12-21T00:51:00+09:00,301,1,1
2018-12-21T00:52:00+09:00,414,1,1
2018-12-21T00:53:00+09:00,394,1,1
2018-12-21T00:54:01+09:00,397,1,1
2018-12-21T00:55:01+09:00,325,1,1
2018-12-21T00:56:00+09:00,331,1,1
2018-12-21T00:57:00+09:00,356,1,1
2018-12-21T00:58:00+09:00,384,1,1
2018-12-21T00:59:00+09:00,409,1,1
2018-12-21T01:00:00+09:00,367,1,1
2018-12-21T01:01:00+09:00,342,1,1
2018-12-21T01:02:00+09:00,348,1,1
2018-12-21T01:03:00+09:00,369,1,1
2018-12-21T01:04:00+09:00,379,1,1
2018-12-21T01:05:00+09:00,410,1,1
2018-12-21T01:06:00+09:00,351,1,1
2018-12-21T01:07:00+09:00,343,1,1
2018-12-21T01:08:00+09:00,317,1,1
2018-12-21T01:09:00+09:00,410,1,1
2018-12-21T01:10:00+09:00,343,1,1
2018-12-21T01:11:00+09:00,340,1,1
2018-12-21T01:12:00+09:00,306,1,1
2018-12-21T01:13:00+09:00,364,1,1
2018-12-21T01:14:00+09:00,323,1,1
2018-12-21T01:15:00+09:00,410,1,1
2018-12-21T01:16:00+09:00,383,1,1
2018-12-21T01:17:00+09:00,360,1,1
2018-12-21T01:18:00+09:00,367,1,1
2018-12-21T01:19:01+09:00,297,1,1
2018-12-21T01:20:00+09:00,346,1,1
2018-12-21T01:21:00+09:00,304,1,1
2018-12-21T01:22:00+09:00,334,1,1
2018-12-21T01:23:00+09:00,298,1,1
2018-12-21T01:24:00+09:00,335,1,1
2018-12-21T01:25:00+09:00,327,1,1
2018-12-21T01:26:00+09:00,337,1,1
2018-12-21T01:27:00+09:00,303,1,1
2018-12-21T01:28:00+09:00,299,1,1
2018-12-21T01:29:00+09:00,409,1,1
2018-12-21T01:30:00+09:00,313,1,1
2018-12-21T01:31:00+09:00,297,1,1
2018-12-21T01:32:00+09:00,387,1,1
2018-12-21T01:33:00+09:00,336,1,1
2018-12-21T01:34:00+09:00,351,1,1
2018-12-21T01:35:00+09:00,298,1,1
2018-12-21T01:36:00+09:00,282,1,1
2018-12-21T01:37:00+09:00,409,1,1
2018-12-21T01:38:00+09:00,417,1,1
2018-12-21T01:39:00+09:00,309,1,1
2018-12-21T01:40:01+09:00,438,1,1
2018-12-21T01:41:00+09:00,0,1,1
2018-12-21T01:42:01+09:00,0,1,0
2018-12-21T01:43:03+09:00,829,1,0
2018-12-21T01:44:00+09:00,821,1,0
2018-12-21T01:45:00+09:00,824,1,0
2018-12-21T01:46:00+09:00,820,1,0
2018-12-21T01:47:00+09:00,819,1,0
2018-12-21T01:48:00+09:00,826,1,0
2018-12-21T01:49:00+09:00,823,1,0
2018-12-21T01:50:00+09:00,820,1,0
2018-12-21T01:51:00+09:00,820,1,0
2018-12-21T01:52:00+09:00,820,1,0
2018-12-21T01:53:00+09:00,821,1,0
2018-12-21T01:54:00+09:00,820,1,0
2018-12-21T01:55:00+09:00,1,1,1
2018-12-21T01:56:00+09:00,822,1,1
2018-12-21T01:57:00+09:00,0,1,1
2018-12-21T01:58:00+09:00,823,1,0
2018-12-21T02:09:00+09:00,348,1,1
2018-12-21T02:10:00+09:00,345,1,1
2018-12-21T02:11:00+09:00,346,1,1
2018-12-21T02:12:00+09:00,345,1,1
2018-12-21T02:13:00+09:00,343,1,1
2018-12-21T02:14:00+09:00,346,1,1
2018-12-21T02:15:01+09:00,346,1,1
2018-12-21T02:16:00+09:00,356,1,1
2018-12-21T02:17:00+09:00,350,1,1
2018-12-21T02:18:00+09:00,356,1,1
2018-12-21T02:19:00+09:00,355,1,1
2018-12-21T02:20:00+09:00,347,1,1
2018-12-21T02:21:20+09:00,402,1,1
2018-12-21T02:21:30+09:00,353,1,1
2018-12-21T02:21:40+09:00,356,1,1
2018-12-21T02:21:50+09:00,343,1,1
2018-12-21T02:22:00+09:00,346,1,1
2018-12-21T02:22:10+09:00,342,1,1
2018-12-21T02:22:20+09:00,343,1,1
2018-12-21T02:22:30+09:00,355,1,1
2018-12-21T02:22:41+09:00,343,1,1
2018-12-21T02:22:50+09:00,344,1,1
2018-12-21T02:23:00+09:00,346,1,1
